dataset,model,calibrator,ece_uncal_mean,ece_cal_mean,ece_pct_change,t_stat,p_value,verdict,n_folds
Early Diabetes,SVM (RBF),Beta,0.04179032364916889,0.03431130549305613,-17.896530830675918,-3.1503022312758886,0.011731842810753998,HELPS,10
Indian Liver,Decision Tree,Platt,0.17032607370597108,0.14623531699204037,-14.143904212527014,-2.698159246908101,0.024467345619100665,HELPS,10
Indian Liver,Decision Tree,Isotonic,0.17032607370597108,0.17032607370597108,0.0,,,NO_EFFECT,10
Indian Liver,Decision Tree,Beta,0.17032607370597108,0.1700618544963704,-0.1551255212145608,-0.7659124285916948,0.46334151527724876,NO_EFFECT,10
Indian Liver,Gradient Boosting,Platt,0.17011550001823422,0.2142027982199461,25.91609712047771,8.050157200673715,2.1055945568742193e-05,HURTS,10
Indian Liver,Gradient Boosting,Isotonic,0.17011550001823422,0.27808480070393393,63.46823227402958,12.290000900108119,6.281060783665402e-07,HURTS,10
Indian Liver,Gradient Boosting,Beta,0.17011550001823422,0.2751230821192724,61.727227730443545,11.719259924217226,9.41780081096797e-07,HURTS,10
Indian Liver,Logistic Regression,Platt,0.11664492138764122,0.11842130822970531,1.5229011438575135,0.224453452455737,0.8274173487442714,NO_EFFECT,10
Indian Liver,Logistic Regression,Isotonic,0.11664492138764122,0.10771671419108238,-7.654175672928021,-0.9733609482375972,0.35580691730406555,NO_EFFECT,10
Indian Liver,Logistic Regression,Beta,0.11664492138764122,0.11217473446224265,-3.8323030889128806,-0.5050751720399138,0.6256415853259238,NO_EFFECT,10
Indian Liver,MLP,Platt,0.11569214483163759,0.04723758624614705,-59.16958207068412,-4.1474733826859715,0.0024937404400305345,HELPS,10
Indian Liver,MLP,Isotonic,0.11569214483163759,0.08232407116704346,-28.842125550661567,-2.978949562239161,0.015475944114579688,HELPS,10
Indian Liver,MLP,Beta,0.11569214483163759,0.08566570462490783,-25.953741501141756,-2.36911197546509,0.041969996907351675,HELPS,10
Indian Liver,Random Forest,Platt,0.14506569313106404,0.1803218559449326,24.303584157568746,5.116350941116152,0.0006310748602129095,HURTS,10
Indian Liver,Random Forest,Isotonic,0.14506569313106404,0.2770932289752509,91.01223934793634,13.215865112634443,3.3706231594464546e-07,HURTS,10
Indian Liver,Random Forest,Beta,0.14506569313106404,0.2413064175693702,66.34285637152992,9.764756881333227,4.360822027560134e-06,HURTS,10
Indian Liver,SVM (RBF),Platt,0.08516269663948209,0.0629716778764163,-26.05720537127503,-1.3348570899479484,0.2147045556530856,NO_EFFECT,10
Indian Liver,SVM (RBF),Isotonic,0.08516269663948209,0.15355626931779787,80.3093083910262,2.096648617340207,0.06547336829238419,NO_EFFECT,10
Indian Liver,SVM (RBF),Beta,0.08516269663948209,0.14155368489929915,66.21559730375395,3.104704796698756,0.012626245656035507,HURTS,10
Pima Diabetes,Decision Tree,Platt,0.1362935275234712,0.12868546569808031,-5.582115279891564,-1.6799610773158586,0.1272678066566388,NO_EFFECT,10
Pima Diabetes,Decision Tree,Isotonic,0.1362935275234712,0.1362935275234712,0.0,,,NO_EFFECT,10
Pima Diabetes,Decision Tree,Beta,0.1362935275234712,0.1390578701373857,2.028227359100687,0.9017124078878658,0.3907022703331795,NO_EFFECT,10
Pima Diabetes,Gradient Boosting,Platt,0.1483831064716836,0.17322783195336947,16.743634819659924,3.3549923213359585,0.008456176623702218,HURTS,10
Pima Diabetes,Gradient Boosting,Isotonic,0.1483831064716836,0.19643675637388344,32.38485232237005,5.97317437872825,0.00020928194282520348,HURTS,10
Pima Diabetes,Gradient Boosting,Beta,0.1483831064716836,0.20415113836452833,37.58381477441781,6.157824360007456,0.0001671355913776433,HURTS,10
Pima Diabetes,Logistic Regression,Platt,0.13076538567289112,0.14198940642324503,8.583327072831604,2.0705674260741715,0.06830122171579288,NO_EFFECT,10
Pima Diabetes,Logistic Regression,Isotonic,0.13076538567289112,0.09810236050246479,-24.978341938387803,-3.8989180408504587,0.003625377889773705,HELPS,10
Pima Diabetes,Logistic Regression,Beta,0.13076538567289112,0.13635116815708911,4.271606324146671,0.5353930661853447,0.6053530215658443,NO_EFFECT,10
Pima Diabetes,MLP,Platt,0.13009906399799148,0.12518644270331722,-3.776061982083212,-0.5697767171750932,0.5827697001971053,NO_EFFECT,10
Pima Diabetes,MLP,Isotonic,0.13009906399799148,0.1165178341907656,-10.439144902253528,-0.9605067466002477,0.36189286184826275,NO_EFFECT,10
Pima Diabetes,MLP,Beta,0.13009906399799148,0.13915754150053883,6.962753784829068,0.8331648826066641,0.4263088309505987,NO_EFFECT,10
Pima Diabetes,Random Forest,Platt,0.1185925573727793,0.15376934212468768,29.66188227254012,4.33831010018667,0.0018821050889526903,HURTS,10
Pima Diabetes,Random Forest,Isotonic,0.1185925573727793,0.19274129314690894,62.52393692890301,6.36361771079281,0.00013075634526777587,HURTS,10
Pima Diabetes,Random Forest,Beta,0.1185925573727793,0.20180869910860647,70.16978432655662,7.776117011013469,2.774900915842848e-05,HURTS,10
Pima Diabetes,SVM (RBF),Platt,0.13235285899320454,0.13972292519438193,5.5684979208161955,1.5548769323238454,0.15439712365270752,NO_EFFECT,10
Pima Diabetes,SVM (RBF),Isotonic,0.13235285899320454,0.11859059726425791,-10.398159762950964,-1.224012934815075,0.2520223973068754,NO_EFFECT,10
Pima Diabetes,SVM (RBF),Beta,0.13235285899320454,0.1397393378642537,5.580898612419394,1.1557204740372926,0.27755397452040254,NO_EFFECT,10
